"NEW SINCE","PARTY","ENTRY BY","PARTY ADD","PARTY ADD2","CITY","CELL NO","EMAILID","CELLNO2","EMAILID2","GST NO","REMARKS",
"8/20/2022 11:40:28 AM","WHITE GEM AND JEWELLERY","","JAIPUR","","JAIPUR","9829183834","whitegemnjewellery@gmail.com","","","","",
"7/13/2021 3:59:09 PM","TAPTI JEWELS","","SURAT","","SURAT","9898096615","","","","","",
"12/18/2021 4:56:13 PM","M/S SR GOLD ORNAMENTS","","31, A K MUKHERJEE ROAD, PO- NAOPARA, PS-BARANAGAR,
KOLKATA-700090.
7000582342/9630824801","","KOLKATA","9630824801","SRORNAMENT@GMAIL.COM","","","19DOBPS1783C1ZT","",
"12/20/2021 11:58:27 AM","SHRIJI ENTERPRISES","","IRMA D/3-10 SAIBABA NAGAR, NEXT TO RADHA KRISHNA
SCHOOL, BORIWALI WEST MUMBAI - 400092
9869527227","","MUMBAI","9869527227","65kamalzaveri@gmail.com","","","N/A","",
"8/16/2022 3:12:47 PM","SM JEWELLERY","","Modhu ban chembar. Dukan number 401 Vogani seri  soni bazar Rajkot","","RAJKOT","99249 39812","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/16/2022 11:54:04 AM","AMIT - TP REQ","","N/A - 9714713435","","N/A","9714713435","no@gmai.com","","","GST","",
"8/16/2022 11:05:43 AM","SHINESTONE JEWELLERY PVT LTD","","SADAR BAZAR,  JAHAZPUR BHILWARA 
RAJSTHAN / 9352506693 / 8058691616","","RAJSTHAN","9352506693","no@gmail.com","","","GST","",
"8/16/2022 10:32:41 AM","OMARSONS & CO","","206, REGAL DIAMOND CENTER, 11/15 TATA ROAD NO 1, OPERA HOUSE MUMBAI - 400004
+91 9833108031","","MUMBAI","+91 9833108031","omarsonsco@gmail.com","","","GST","",
"8/16/2022 10:29:28 AM","NAKODA MANI","","A-602, SHANKESHWAR DARSHAN SOC, A G PAWAR LANE, BYCULLA (EAST), MUMBAI-400027","","MUMBAI","9820864422","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/16/2022 9:47:24 AM","DAIWIK JEWELLERS","","1359, JAL KUKADI NI POLE, OPP GANESH TEMPLE, CHAKLESHWAR MAHADEV ROAD, RAIPUR MANEKECHOWK, AHMEDABAD","","RAIPUR","8780603814","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/13/2022 3:12:57 PM","MAHAKALI ART","","54/56 RAMWADI, 1ST FLOOR ROOM NO 9-10
KALBADEVI, MUMBAI - 400002
+91 96191 91904 / 27AEAPJ0789F1ZK","","MUMBAI","+91 96191 91904","no@gmail.com","","","27AEAPJ0789F1ZK","",
"8/13/2022 11:32:06 AM","SREE KUMARAN","","thangamaligai -  +919944950388","","thangamaligai","+919944950388","factory@sktm.in","","","GST","",
"8/13/2022 11:27:37 AM","KIRTI GOLD","","KERELA CELL NO. 9711759377","","KERELA","9711759377","no@gmail.com","","","NO","",
"8/13/2022 10:19:34 AM","GAYATRI JEWELS","","SY.NO.432,P.NO.89, ROOM NO-2,1ST/FLOOR, BESIDE 'B' SUB ST, VASTADEVI ROAD,, SURAT. PH +916353397188","","SURAT","+916353397188","no@gmail.com","","","GST","",
"8/12/2022 8:14:40 PM","ABHUSHAN JEWEL'S","","CHARKHANA CHAKLA , 1ST FLOOR, OFFICE 
NO 106, DEVRATNA APRATMENT, RAMPURA
MAIN ROAD, SURAT GUJARAT - 395003
+91 87588 30339 / 24DKEPK3637Q1ZP","","SURAT","+91 87588 30339","no@gmail.com","","","24DKEPK3637Q1ZP","",
"8/12/2022 7:11:56 PM","PRADEEP","","WRITE FULL ADDRESS WITH CELL NO EMAIL ID AND GST 
CELL NO EMAIL ID AND GST YOU NEED TO ENTER AGAIN IN RESPECTIVE COLUMNS","","MUMBAI","8910780459","b.rendra71@gmail.com","","","NOGST","",
"8/16/2022 6:45:43 PM","SANT RAMS","","SECTOR 17, CHANDIGARH
9872024477","","CHANDIGARGH","9872024477","no@gmail.com","","","GST","",
"8/12/2022 4:54:06 PM","SK GOLD","","NEAR, CHANDRAMANI COMPLEX, PETA GALI,
OPP, J.P. TOWER, BOGHANI STREET, SONI BAZAR,
RAJKOT-360001, GUJARAT","","RAJKOT","9913956556","NOMAIL@GMAIL.COM","","","24ERTPK4505C12V","",
"8/11/2022 5:15:02 PM","RAJESH BAJPAI","","9TH FLOOR, 902, AMBIKA TOWER C WING,
JIJAMATA ROAD, PUMP HOUSE ANDHERI E,
MUMBAI, Mumbai Suburban, Maharashtra, 400093  / +91  9892601414
27AGFPB8557L1Z0","","MUMBAI","+91 9892601414","no@gmail.com","","","27AGFPB8557L1Z0","",
"8/11/2022 10:45:53 AM","SWASTIK - RAJKOT","","RAJKOT -  +919824431877","","RAJKOT","+919824431877","NO@GMAIL.COM","","","GST","",
"7/31/2022 4:31:26 PM","O P JEWELLERS","","Near M.C. Office phawara chowk,
Sirhind, Distt. Fatehgarh Sahib (Punjab)140406
GST - 03ABKPR2321L1ZP
PAN - ABKPR2321L
CONT. 01763-222603, 9872369603","","PUNJAB","9872369603","NO@EMAIL.COM","","","03ABKPR2321L1ZP","",
"7/30/2022 4:31:26 PM","KEEVA JEWELS","TAMANNA","PLOT NO 108, SURAT , SEZ, SACHINE, SURAT-394230
9638000555
GST IN. 24AAYFK8601R2ZD","","SURAT","9638000555","NO@EMAIL.COM","","","24AAYFK8601R2ZD","",
"7/29/2022 4:31:26 PM","MATROSHREE JEWELS","","97149 96341","","MUMBAI","97149 96341","NO@EMAIL.COM","","","GST","",
"7/28/2022 4:31:26 PM","CHANDRA JEWELS","","SEEPZ , ANDHERI (e), MUMBAI-400096
9920050500 MR NIMESH SIR","","MUMBAI","9920050500","NO@EMAIL.COM","","","GST","",
"7/27/2022 4:31:26 PM","N GOPALDAS & CO","","1ST FLOOR, 36 , CHINNAKADAI STREET, TIRUCHIRAPALLI, TAMILNADU-62002
GSTIN:- 33AAAFG0518F1ZF
MOB:- 9865579766","","TAMILNADU","9865579766","NO@EMIAL.COM","","","33AAAFG0518F1ZF","",
"7/26/2022 4:31:26 PM","JEWELEX INDIA PVT LTD  UNIT-III","","SEEPZ -SEZ ANDHERI EAST, MUMBAI - 400096
 +91 91679 79191","","MUMBAI","+91 91679 79191","no@gmail.com","","","GST","",
"7/26/2022 11:58:16 AM","HEARTH JEWELS LLP","","PLOT NO 251, SHREE AMBICA BESIDE YASH PLAZA - AVADH RESTAURANT VARCHA ROAD,
ROAD SURAT, GUJARATA - 395006
+91 88661 57082 / 24AAOFH3275Q1ZP","","GUJARATA","+91 88661 57082","no@gmail.com","","","24AAOFH3275Q1ZP","",
"7/23/2022 7:14:37 PM","GOLDIE JEWELS LLP","","402, 4TH FLOOR, SHERI BUILDING, OPP
MAHAKALI MATA TEMPLE, UBI SHERI
PUMPING STATION, SAYAIDPURA 
SURAT - 395003 / 7201912262
24AAWFQ8008N1ZR","","SURAT","7201912262","no@gmail.com","","","24AAWFQ8008N1ZR","",
"7/23/2022 6:23:40 PM","RJB CREATION","","RAJKOT -  9924223953","","RAJKOT","9924223953","no@gmail.com","","","GST","",
"7/22/2022 6:16:34 PM","EON JEWELLERY","","1ST & 2ND FLOOR, PARIN GEMS ANJIRIYA 
WADI, GOTALAWADI, VASTA DEVADI ROAD
NEAR S M C ZONE OFFICE, SURAT - 395004
9687432104 /  24AAGFE8147G1ZG","C/O Kiran Building ,  2nd& 3rd  Floor , Plot No.5, Pursottam Ginning Mill Compound, khand Bazar, Opp. Poddar Arcade, A.K Road, Varaccha, Surat-395008.","SURAT","9687432104","no@gmail.com","","","24AAGFE8147G1ZG","",
"8/12/2022 10:30:03 AM","K P GOLD","","KERLA -  09895215777","","KERLA","09895215777","no@gmail.com","","","GST","",
"7/22/2022 1:20:00 PM","SRILALITHA  POLISHING WORK","","COIMBATORE - 9894687911","","TAMIL NADU","9894687911","no@gmail.com","","","GST","",
"8/17/2022 9:45:25 AM","ANANT JEWELS & TECHNOLOGIES","","H-124/125 ANSA INDL ESTATE, SAKI VIHAR 
ROAD, SAKINAKA ANDHERI EAST , MUMBAI - 400072    / +91 87799 08241","","MUMBAI","+91 87799 08241","no@gmail.com","","","GST","",
"8/17/2022 11:04:51 AM","SRP ORNAMENT","","7- SHREE RANCHHOD NAGAR, PEDAK ROAD
NEAR PATEL WADI RAJKOT - 360003
9824241289 / 9879207273","","RAJKOT","9824241289","srpornament@gmail.com","","","GST","",
"8/18/2022 4:34:14 PM","RANA BANGLES","","SHOP NO 356/4 SARAFA BAZAR , 
LUDHIANA - 141008 / 9815990551
ranabangles@gmail.com","","PUNJAB","9815990551","ranabangles@gmail.com","","","GST","",
"8/18/2022 4:25:34 PM","RAJESH - RAJKOT","","RAJKOT - 9825372865","","RAJKOT","9825372865","no@gmail.com","","","GST","",
"8/18/2022 2:40:18 PM","A1 VISHAL TOOLS & DIES","","OFF NO. 4, PATEL SOC, LANDAMARK - HARIYA STORE, GANESH NAGAR, DAHISAR E MUMBAI-68","","MUMBAI","9920155492","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/18/2022 10:43:29 AM","HMX EXPORT PVT LTD","","CHENNAI       CELL NO.9444250440","","CHENNAI","9444250440","no@gmail.com","","","NO","",
"8/18/2022 10:23:14 AM","TUBHE","","N/A - 9561378347","","N/A","9561378347","no@gmail.com","","","GST","",
"8/18/2022 10:18:22 AM","MD ORNAMENTS","","DSN SARAF CHOUBEY JI PHATAK, KINARI BAZAR, AGRA (U.P) 282003","","AGRA","9084314151","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/18/2022 10:10:06 AM","M D ORNAMENT","","DSN SARAF CHOUEY JI PHATAK KINARI 
BAZAR AGRA, U P - 282003 / 9084314151","","AGRA","9084314151","no@gmail.com","","","GST","",
"8/18/2022 9:58:10 AM","RUSHIT RAJKOT","","RAJKOT","","RAJKOT","9558000593","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/17/2022 7:28:05 PM","JAIN PARKASH ROHIT KUMAR","","SHOP NO.597, UPPER BAZAR, KHARAR, SAS NAGAR, PUNJAB- 140301.       CELL NO.9814527436        GST IN:- 03ADWPJ9485F1ZZ","","PUNJAB","9814527436","no@gmail.com","","","03ADWPJ9485F1ZZ","",
"8/17/2022 6:50:41 PM","BRIJ SONS","","""BRIJ DHAM"" A-659, MALVIYA NAGAR, JAIPUR- 302017      CELL NO. 9829187771","","JAIPUR","9829187771","brijsons@gmail.com","","","no","",
"8/17/2022 6:20:34 PM","SHREE JEWELLERY WORKS","","ISWAR TEMPLE ROAD, BALEHOUSER BUILDING, HAVERI - 581110    CELL NO.9448727565/7019735373","","HAVERI","9448727565/7019735373","no@gmail.com","","","NO","",
"8/17/2022 6:18:28 PM","EVEREST JEWELLERY","","23/1 SWAMI VIVEKANANDAR SALAI
RAMANATHAPURAM - 623501
+919487521326 / +918667041498
everest.jewellery@gmail.com","","RAMANATHAPURAM","+918667041498","everest.jewellery@gmail.com","","","GST","",
"8/17/2022 10:23:49 AM","MEHTA JEWELLERS","","18/22 SHAIKH MEMON STREET, AURUM BLDG
2ND FLOOR. OFFICE NO 206, NEAR JEWEL WORLD, KALBADEVI, MUMBAI - 400002
9920603305","","MUMBAI","9920603305","no@gmail.com","","","GST","",
"8/17/2022 4:29:47 PM","LAMARQUISE JEWELLERY","","UNIT I-10, FLOOR 7  BUILDING 3, JEWELLERY
& GEMPLEX DMCC PO BOX 4308, DUBAI
UNITED ARAB EMIRATES / +97 1505282362
raghuveer@lamarquisejewellery.com","","DUBAI","+97 1505282362","raghuveer@lamarquisejewellery.com","","","GST","",
"8/17/2022 4:12:21 PM","ALKESH SHARMA","","N/A -   9829663362","","N/A","9829663362","no@gmail.com","","","GST","",
"8/17/2022 3:52:35 PM","RAJWADI JEWELLERS","","M.G. ROAD VALSAD - 396001 GUJARAT
8980003309 / 24ABBFR5200R1Z3
atul@rajwadi.com","","SURATQ","+91 8980003309","atul@rajwadi.com","","","24ABBFR5200R1Z3","",
"8/17/2022 3:35:55 PM","SAAJ FASHION JEWELLERY","","Unit No:31, Old Patel Industrial Estate, 
S V Road, Dahisar East, Mumbai 400068.
+919820422146 /  27AMLPS1884K1ZA","","MUMBAI","+919820422146","no@gmail.com","","","27AMLPS1884K1ZA","",
"8/17/2022 3:20:09 PM","VEDHA JEWELLERS","","NO 17, VAISHALI APARTMENTS ANNAI
ABIRAMI NAGAR, CHEETY STREET,
COIMBATORE TAMILNADU, - 641001
+91 9944555766 / 33AGQPV8493A1ZW","","COIMBATORE","+91 9944555766","no@gmail.com","","","33AGQPV8493A1ZW","",
"8/17/2022 3:06:05 PM","JON7 FINE DIAMOND JEWELLERY","","126, PRESTIGE INDL ESTATE , BAUDI CROSS 
LANE, ORLEM MALAD (W) MUMBAI - 400064
+91 9820287505 / jonthan@coloursindia.in","","MUMBAI","+91 9820287505","jonthan@coloursindia.in","","","GST","",
"8/17/2022 2:55:10 PM","CARAT JEWELS","","H.NO - 3452 2ND FLOOR, JAILAL MUNSI 
STREET, 4TH CROSSING CHANDPOLE 
JAIPUR - 302001 RAJSTHAN
+91 9829480822","","RAJSTHAN","+91 9829480822","no@gmail.com","","","GST","",
"8/17/2022 2:31:02 PM","ANKUR JAIN","","OPP. DR KALSI, LOHA BAZAR, SANGRUR ROAD, DHURI-148024 PUNJAB","","DHURI","9915660030","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/17/2022 2:19:49 PM","MUNEENDRA DIAMOND","","12/1535 GIDDANGI STREET, CHHINA BAZAR
NELLORE - 524001 / 9985600111","","NELLORE","9985600111","no@gmail.com","","","GST","",
"8/17/2022 2:14:49 PM","OURASJAS ENTERPRISES","","908, PREET COLONY, ZIRAKPUR,PUNJAB-140603","","ZIRAKPUR","9988777467 / 9810515750","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/17/2022 12:19:10 PM","GOLDEN JEWELLERY","","JEDAH - MOSHREFAH DIST. AL- MADIHAN ROUD , AL- SHOULA CENTER / 00966503850639/ 00966563689704
samibhwan7@gmail.com","","MOSHREFAH DIST","00966503850639","samibhwan7@gmail.com","","","GST","",
"8/17/2022 11:27:35 AM","GOVARDHANNATH JEWELLERS","","KADAR STREET MANDVI CHOWK, 
SONI BAZAR, RAJKOT - 360001
9825076366","","RAJKOT","9825076366","no@gmail.com","","","GST","",
"8/17/2022 11:22:10 AM","MARUDHAR METAL WORKS","","N/A -  6356076067","","N/A","6356076067","no@gmail.com","","","GST","",
"8/17/2022 4:21:02 PM","AAKASH JEWELS","","UNIT  NO 38, MADHUBAN INDL EST, NEAR
PAPER BOX MIDC ANDHERI EAST, 
MUMBAI - 400093 / +91 9892862252
aakashjewels@gmail.com","","MUMBAI","+91 9892862252","aakashjewels@gmail.com","","","GST","",
"8/18/2022 4:44:17 PM","GANGOTRI GOLD CREATION","","1ST FLOOR, STREET NO 20/16- CORNER
SHAKTI SOCIETY, SANT  KABIR ROAD 
RAJKOT - 360003 / 8401477777","","RAJKOT","8401477777","no@gmail.com","","","GST","",
"7/21/2022 5:58:43 PM","chrysalis","","no.38, amirthamal nagar, seethapathy street, thattankulam road, madhavaram 600060","","madhavaram","9790795158","NOGMAIL@GMAIL.COM","","","33AANFC9713H1ZC","",
"7/17/2022 5:00:12 PM","GREENLAB DIAMONDS LLP","","18-18B, MOHAN NI CHAWL,MATAWADI, VARACHHA ROAD, SURAT, GUJARAT - 395 006
MOB:-+91 99785 58000 
GSTIN:-24AATFG3971B1ZD","","SURAT","9978558000","NO@EMAIL.COM","","","24AATFG3971B1ZD","",
"6/15/2022 11:50:10 AM","UNITED JEWELLERY","","MUMBAI - 9820228824
unitedjewellery@rediffmail.com","","MUMBAI","9820228824","unitedjewellery@rediffmail.com","","","GST","",
"6/13/2022 11:42:00 AM","PRASANTH JEWELS","","No. 9/14, EASWAR NAGAR 2ND STREET, KODAMBAKKAM, CHENNAI - 600024
Cell no. 6379771458/9042044904","","CHENNAI","6379771458","prasanthjewels2021@gmail.com","","","No","",
"6/12/2022 5:02:00 PM","AMRIT JEWELLERS","","ESAMIYA BAZAR, KOTI, HYDRABAD
CELL NO. 8977469105","","HYDRABAD","8977469105","no@gmail.com","","","No","",
"6/12/2022 12:32:00 PM","SIDDI VINAYAK GOLD CASTING","","H. No:- 10-5-94/1, KISSANNAGAR, KARIMNAGAR.  
Cell no. 9966771679/9701190991","","KARIMNAGAR","9966771379/9701190991","sureshkandukuri613@gmail.com","","","No","",
"6/12/2022 12:26:00 PM","RAJKOT GOLD CASTING","","NR. SUVARNAKALA COMPLEX, SAVJIBHAI STREET, SONI BAZAR, RAJKOT. 
CELL NO. 9099931723/ 9377331723/9429331723","","RAJKOT","9099931723/9377331723/9429331723","rajkotgoldcasting@gmail.com","","","No","",
"6/12/2022 12:10:00 PM","PARAS CREATIONS","","MAHAAVIR COMPLEX, 3RD FLOOR, No. 6, BADRI VEERASWAMY LANE, NSC BOSE ROAD, BADRI GARDEN, GEORGE TOWN, SOWCARPET,  CHENNAI. 
CELL NO. 9941339701","","CHENNAI","9941339701","parascreations@yahoo.com","","","No","",
"6/13/2022 12:30:22 PM","JAIPUR JEWELLERY HOUSE","","81 JOHARI BAZAR JAIPUR-1
9928477888
GST NO:- 08ABMPS4969D1Z3","","JAIPUR","9928477888","NO@ GMAIL.COM","","","08ABMPS4969D1Z3","",
"6/12/2022 12:30:22 PM","SUN CAST","","MAZGAON, MUMBAI
 98694 22578","","mumbai","98694 22578","no@email,com","","","gst","",
"6/11/2022 12:30:22 PM","ELDORA JEWELS","","BEHIND JASWANTI LANDMARK, 2ND FLOOR, OFFICE NO 201, OM SADAN, MEHRA ESTATE L.B.S MARG MUMBAI MAHARASHRA 400079
9324247065
GST NO :-27AAJEF6667LIZR","","MUMBAI","9324247065","NO@ GMAIL .COM","","","27AAJEF6667LIZR","",
"6/10/2022 12:30:22 PM","RELIANCE JEWELS DC","","Plot No. 45, Ambedkar Road,
Near Chowdhary More Bikanerwala,
Ghaziabad -201001  / 022-79692471
+91 9987037499","","GHAZIABAD","+91 9987037499","Ashvitha.Panambur@ril.com","","","GST","",
"6/9/2022 12:30:22 PM","PRASANTH JEWELS","","9/14, EASWER NAGAR 2ND STREET 
KODAMBAKKAM, CHENNAI - 600024
prasanthjewels2021 @gmail.com
33AQTPA2950N1ZK","","CHENNAI","9653316796","prasanthjewels2021 @gmail.com","","","33AQTPA2950N1ZK","",
"6/9/2022 12:34:46 PM","TALLA JEWELS","","9419192408","","JAMU","9419192408","NO@EMAIL.COM","","","GST","",
"6/16/2022 6:06:00 PM","AMIT SONI","","SURAT 
CELL NO. 9909111771","","SURAT","9909111771","no@gmail.com","","","No","",
"6/8/2022 12:34:46 PM","ELENA JEWELS","","PLOT NO.7,RAJHANS SOCIETY,
KHODIYAR NAGAR ROAD,KAPOORWADI,
VARACHHA,SURAT-395006 GUJRAT","","SURAT","SHOULD BE SAME AS ENTER IN PARTY ADD COLUMN","sales@elenajewels.com","9909031090","sales@elenajewels.com","24BUTPD8507P1ZY","",
"6/6/2022 4:01:55 PM","ILA CREATION PVT LTD","","NEAR WATER TANK, SHED NO F/5 RAVI ESTATE, RUSTAM MILL COMPOUND, 
DUDHESHWER AHMEDABAD - 380004
PH NO. +91 97230 20530 / 9428878650. EMAIL:- ilacreation2022@gmail.com.
24AAGCI6479N1ZW","F/5 RAVI ESTATE, OPP. GURUDWARA BRTS STOP. DUDHESHWAR ROAD, AHMEDABAD - 04
+91 97230 20530 / 24AAGCI6479N1ZW","AHMEDABAD","+91 97230 20530 / 9428878650","ilacreation2022@gmail.com","","","24AAGCI6479N1ZW","",
"6/6/2022 3:15:51 PM","SANJIB BIWWAS M","","4/16, FLOOR VATHIYAR THOTTAM 1ST 
STREET, KODAMBAKKAM , CHENNAI 
TAMIL NADU - 600024 / +91 6369831931","","TAMIL NADU","+91 6369831931","no@gmail.com","","","GST","",
"6/3/2022 7:25:52 PM","TAKSH JEWELLERY","","SURAT
9712080107","","SURAT","9712080107","no@email.com","","","gst","",
"6/2/2022 7:25:52 PM","UNI DESIGN JEWELLERY (INDIA) PVT LTD","","THE SELECTION HOUSE, PLOT NO B-7,
MIDC, B CROSS ROAD, MIDC , ANDHERI (e), 
MUMBAI-400093
GSTIN:- 27AAACU3940J1Z8
022-66681000","","MUMBAI","0226668100","jagdish@unidesign-jewel.com","","","27AAACU3940J1Z8","",
"6/1/2022 7:25:52 PM","ANTHAM JEWELS","","SURAT
9998090853","","SURAT","9998090853","no@email.com","","","gst","",
"5/31/2022 7:25:52 PM","JEWELFLY INDIA (OPC) PVT LTD","","Q/303, NEMINATH NAGAR, ACHOLE ROAD
NALASOPARA EAST, PALGHAR MAHARASHTRA - 401203 / +91 98211 57623
27AAECJ8727A1ZN","","MUMBAI","+91 98211 57623","no@gmail.com","","","27AAECJ8727A1ZN","",
"6/1/2022 4:57:57 PM","CHAINS KART","","UNIT NO 15, SAKHRAM LANJEKAR MARG, OPP BHUSA INDUSTRY, SEWEREE WEST, MUMBAI-400015
9820114111","","MUMBAI","9820114111","NO@EMAIL.COM","","","GST","",
"5/31/2022 4:57:57 PM","HREEM JEWELLERY","","SEWREE
9819652898","","mumbai","9819652898","no@email.com","","","gst","",
"5/30/2022 4:57:57 PM","GOLDFLAKES JEEWLS","","INKEL BUSINESS PARK, TOWER-2, 4TH FLOOR,
ANGAMALY-683573 
ERNAKULAM, KERLA
email-kalesh.p@gmail.com  /thomasvaly@goldflakesjewels.com
MOB:- 97457 17638","","KERLA","97457 17638","kalesh.p@gmail.com","","","GST","",
"5/29/2022 4:57:57 PM","SURESH SHARMA","","9819430671","","0","9819430671","SURESH@GMAIL.COM","","","GST","",
"5/28/2022 4:57:57 PM","LAXMI GAYATRI ORNAMENTS LLP","","PLOT NO-101, SARDHABALI 1ST LANE, NEAR VEDAVYAS COLLEGE, BERHAMPUR, GANJAM, ODISHA- 760010
GSTIN:-09AAJFL4831B1ZH
MOB:-9938705999","","BERHAMPUR","9938705999","NO@EMAIL.COM","","","09AAJFL4831B1ZH","",
"5/27/2022 4:57:57 PM","MUKESH","","9833843164","","MUMBAI","9833843164","NO@EMAIL.COM","","","NO@EMAIL.COM","",
"6/7/2022 12:34:46 PM","SINJHINI ORNAMENTS","","10/204, PATEL NAGAR, MOTI KATRA, Agra, 
Uttar Pradesh - 282003 / +91 97614 87850
09APFPJ1398N1ZA","","UTTAR PRADESH","+91 97614 87850","no@gmail.com","","","09APFPJ1398N1ZA","",
"7/18/2022 5:00:12 PM","SHIMAYRA JEWELLERY","","PLOT NO 62 SEEPZ SEZ, ANDHERI EAST 
MUMBAI-96
022-66400909
GSTIN:- 27AEAFS5544M1ZM","","MUMBAI","02266400909","purchase@elegantcoll.com","","","27AEAFS5544M1ZM","",
"6/18/2022 10:35:50 AM","RAJYASH JEWELLERS PVT LTD","","OFFICE NO 12, 2ND FLOOR, ANAND MAHAL
50/54 MIRZA STREET, ZAVERI BAZAR, 
MUMBAI - 400002 / +919769842422
27AAGCA6450K1ZH","","MUMBAI","+919769842422","rajyashjewellers@gmail.com","","","27AAGCA6450K1ZH","",
"6/18/2022 5:30:27 PM","J BHAGVAN JEWELS","","501,502 SHREE ARCADE NEAR KHADI SHERI
FRONT OF MAHAKALI MATA MADIR
SAIYADPURA PUMP STATION SURAT - 395003
+91 74053 06476","","SURAT","+91 74053 06476","no@gmail.com","","","GST","",
"7/16/2022 5:00:12 PM","EMERALD JEWEL INDUSTRY INDIA LTD - MUMBAI","","UNIT NO C- 6 WICEL MIDC ANDHERI EAST 
MUMBAI - 400093 / 9920524291
27AABCE3430A1ZD","","MUMBAI","9920524291","no@gmail.com","","","27AABCE3430A1ZD","",
"7/15/2022 12:38:23 PM","Avyam jewellers Pvt Ltd","","501/502, LAVLESH COURT 5TH 
FLOOR, NEAR COPPER CHIMNEY,  
BANDRA WEST - 400050 / 7498165508","","mumbai","74981 65508","NOMAIL@gmail.COM","","","gst","",
"7/15/2022 4:11:42 PM","MISHRI GOLD","","0, SIDDHI VINAYAK , PEDAK ROAD, 2/5, CHAMAK NAGAR, RAJKOT-360003
9375130333
GSTIN :-24AVMPB7676A1ZP","-","MUMBAI","9375130333","NO@GMAIL.COM","","","24AVMPB7676A1ZP","",
"7/14/2022 4:11:42 PM","MAYUR PATEL - SURAT","","SURAT","","SURAT","+91 99248 64067","no@gmail.com","","","GST","",
"7/14/2022 11:10:11 AM","TANVI ETERNALS PRIVATE LIMITED","","FIRST FLOOR, GALA NO. 2,3,4 AND 5, SY.NO 402/1&2 SUB PLOT-1, JARIWALA COMPOUND, VASTA DEVDI ROAD Katargam, Surat, Gujarat, 395004
GSTIN :-24AAJCT1180E1ZL
MOB:- 97277 42998","","surat","9727742998","NO@EMAIL.COM","","","24AAJCT1180E1ZL","",
"7/13/2022 11:10:11 AM","DIAMONDCRAFTS FINE JEWELLERY","","BULDING NO D 1004, SHIVANT HEIGHTS, 
UTRAN-KOSAD , SURAT - 3941001
+91 9427394962 / 24BMAPG7208M1Z4","","SURAT","+91 9427394962","no@gmai.com","","","24BMAPG7208M1Z4","",
"7/12/2022 3:45:52 PM","RR & DAS CO","","BLUE ROSE INDUSTRIAL ESTATE UNIT NO.318, 3rd FLOOR NEXT TO METRO MALL MAGATHANE BORIVALI EAST MUMBAI","","MUMBAI","9920542538","NOGMAIL@GMAIL.COM","","","NOGST","",
"7/7/2022 5:51:34 PM","KIRAN JEWELS INDIA","","POLT NO. 157 2nd FLOOR, DIAMOND MANSION BLDG, OPP COMMUNITY HALL KATARGAM , SURAT-395004, INDIA .
TEL : +912614080400 
24AAIFK9272C1ZC","","SURAT","+912614080400","NOEMAIL@GMAIL.COM","","","24AAIFK9272C1ZC","",
"7/8/2022 10:03:01 AM","DIRECTCAST SOLUTIONS PRIVATE LIMITED","","Godown No 13, The Modella Ind Premises Chs, Makwana Road, Andheri East, Mumbai-96
81694 05091
GSTIN:-27AAJCD1631L1ZK","","MUMBAI","81694 05091","NO@EMAIL.COM","","","GST","",
"7/7/2022 10:03:01 AM","VEDIKA CREATION PVT LTD","","PLOT NO 10/11 MOHAN NAGAR , LAMBE HANUMAN ROAD, 18 GALA, SURAT","","SURAT","+919987906096","NOMAIL@GMAIL.COM","","","gst","",
"7/6/2022 6:36:00 PM","SUN CAST","","308, AJAY SERVICE INDUSTRIAL PERMISES
DR MASACARNHAS ROAD ANJEERWADI
MAZGAON - 10 / +91 9869422578
27AEVPJ8680A1Z3","","MUMBAI","+91 9869422578","no@gmail.com","","","27AEVPJ8680A1Z3","",
"6/26/2022 8:11:18 PM","Squirrel International","","Gala nos 3, Rainbow industry, near seepz, MIDC Andheri East Mumbai-400096
 87792 97373","","MUMBAI","87792 97373","NO@GMAIL.COM","","","GST","",
"6/18/2022 5:02:43 PM","AURA JEWELS","","HI TECH PLAZA, 3RD FLOOR, OPP PINNACLE BUSINESS PARK, MAHAKALI CAVES ROAD, ANDHERI EAST, MUMBAI. 
Cell no. 9820861560","","MUMBAI","9820861560","NO@GMAIL.COM","","","NO","",
"6/25/2022 8:11:18 PM","ZEST CORPORATION","","PLOT NO Q-23, GUJRAT HIRA BOURSE , GEM AND JEWELLERY PARK, ICHHAPORE, SURAT- 394510
98217 15164","","GUJRAT","9821715164","pradip@patdiam.com","","","gst","",
"6/26/2022 12:30:48 PM","MY ZHAVERI BAZAR PVT LTD","","no 1/22, NARSINGA DASARI LANE, PARK TOWN, CHENNAI, TAMILNADU- 600003
7666311129
GSTIN:- 33AANCM6097K1ZU","","CHENNAI","7666311129","NO@GMAIL.COM","","","33AANCM6097K1ZU","",
